diff_type,partiful_id,old_id,current_id,old_name,current_name,old_date,current_date,old_time,current_time,old_location,current_location,old_company,current_company,event_url,source_url,current_weekday,current_time_bucket,current_hosts
added,qM9SmpgGutQg5bm5PLGI,,6607,,Optimize Nonprofit Impact with monday.com AI,,2026-06-04,,09:00:00,,Union Square,,monday.com,https://partiful.com/e/qM9SmpgGutQg5bm5PLGI,https://www.tech-week.com/calendar/nyc,Thursday,Morning,monday.com
added,qRPqQEngVH26DukCxojf,,6513,,The New Money Builders: Fintech and Venture Capital in Latin America,,2026-06-03,,09:15:00,,Midtown,,Consulate General of Argentina in New York,https://partiful.com/e/qRPqQEngVH26DukCxojf,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Consulate General of Argentina in New York
changed:name|location|event_url,qZn5XHYuMR373Ah1MIen,4230,4230,"BREWS, PITCH & CHILL #Westchester County","BREWS, PITCH & CHILL",2026-06-04,2026-06-04,18:00:00,18:00:00,,Upper Manhattan,"SafeStops Global, Inc.","SafeStops Global, Inc.",https://partiful.com/e/qZn5XHYuMR373Ah1MIen,https://www.tech-week.com/calendar/nyc,Thursday,Evening,"SafeStops Global, Inc.; QUAY Acceleration"
changed:event_url,qbDSnp1ZsPjrh0Z4SsCH,4918,4918,White Space: Custom AF1 Workshop for CMOs,White Space: Custom AF1 Workshop for CMOs,2026-06-04,2026-06-04,14:30:00,14:30:00,Union Square,Union Square,Meet The Edge,Meet The Edge,https://partiful.com/e/qbDSnp1ZsPjrh0Z4SsCH,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Meet The Edge; Partytrick; ViewEngine
changed:event_url,qby7sUnWQut791gK5Y9Q,6328,6328,Digital Identity: Fighting Consumer Fraud in Financial Services,Digital Identity: Fighting Consumer Fraud in Financial Services,2026-06-02,2026-06-02,09:00:00,09:00:00,Midtown,Midtown,Heka Global,Heka Global,https://partiful.com/e/qby7sUnWQut791gK5Y9Q,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Heka Global; Pearl Cohen
changed:event_url,qcs6HrzV1RsoT1Hj1tnI,4039,4039,South Asian Builders Happy Hour / Networking,South Asian Builders Happy Hour / Networking,2026-06-05,2026-06-05,18:30:00,18:30:00,Chelsea,Chelsea,Products by Women,Products by Women,https://partiful.com/e/qcs6HrzV1RsoT1Hj1tnI,https://www.tech-week.com/calendar/nyc,Friday,Evening,Products by Women; Geeks & Experts
added,qpq2DX18rcPKN4LDTtJb,,6596,,AI Agents in Finance - The Next Wave of Adoption,,2026-06-01,,18:00:00,,Nomad,,Women Leading AI,https://partiful.com/e/qpq2DX18rcPKN4LDTtJb,https://www.tech-week.com/calendar/nyc,Monday,Evening,Women in AI
removed,qwD33mqjlIWu3x6c3CM6,4584,,Unlocking US capital,,2026-06-03,,19:00:00,,Central Park,,Lazo Fintech Inc,,https://partiful.com/e/qwD33mqjlIWu3x6c3CM6,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Lazo Fintech Inc
changed:name,qxjNrusOA1hYxqATXnsn,4134,4134,Private Founders Dinner ft. MD at Insights Partners ($90B+ AUM),Private AI x Private Equity and Fund Operators Dinner ft. MD at Insights Partners ($90B+ AUM),2026-06-02,2026-06-02,18:30:00,18:30:00,Midtown,Midtown,Supermomos,Supermomos,https://partiful.com/e/qxjNrusOA1hYxqATXnsn,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Supermomos
added,qyk65dBFAtgDutz68VMK,,6336,,11-11 Venture Building Sprint: Tech Week Edition by Madeline & Co. + Excelsior Edge Ventures,,2026-06-05,,11:00:00,,Financial District,,Madeline & Co.,https://partiful.com/e/qyk65dBFAtgDutz68VMK,https://www.tech-week.com/calendar/nyc,Friday,Morning,Madeline & Co.; Excelsior Edge Ventures
added,r0srpfriv3SWRcQEBVk7,,6261,,The New 0→1 GTM Playbook for AI-Native Founders,,2026-06-04,,16:30:00,,Midtown,,Digitalista,https://partiful.com/e/r0srpfriv3SWRcQEBVk7,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Digitalista
changed:location|event_url,r9eck0K6ZWexRHMzjGNV,5680,5652,"Trust, Talent & AI in the Enterprise","Trust, Talent & AI in the Enterprise",2026-06-03,2026-06-03,18:00:00,18:00:00,Upper Manhattan,Midtown,Unlocked Consultancy,Unlocked Consultancy,https://partiful.com/e/r9eck0K6ZWexRHMzjGNV,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Unlocked Consultancy; Gartner
added,rKC8JinNw0ODFYE8bevJ,,6636,,Anchor Angels x Vanderbilt C4E Pitch Day,,2026-06-02,,14:30:00,,Chelsea,,Vanderbilt University,https://partiful.com/e/rKC8JinNw0ODFYE8bevJ,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Vanderbilt University; Anchor Angels
added,rLtByVXIsbqhgD3CEvaS,,6609,,IGNITE 2026,,2026-06-03,,16:00:00,,Midtown,,Lowenstein Sandler,https://partiful.com/e/rLtByVXIsbqhgD3CEvaS,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Lowenstein Sandler; Chilly Works
changed:event_url,rRCBVWRZ2Hijadxm4yfr,5450,5450,TechWalk,TechWalk,2026-06-05,2026-06-05,17:30:00,17:30:00,Queens,Queens,TechWalk,TechWalk,https://partiful.com/e/rRCBVWRZ2Hijadxm4yfr,https://www.tech-week.com/calendar/nyc,Friday,Evening,TechWalk
added,rYEwnDFPz3NvShbq76M1,,5794,,The City Hacks the State: Part 1 - Panel Discussion,,2026-06-04,,14:00:00,,Meatpacking District,,JEA Advertising,https://partiful.com/e/rYEwnDFPz3NvShbq76M1,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,JEA Advertising; InsureMEP
added,rbrAD6bdIvtkmWCsBThO,,6532,,Build & Pitch w/ Raylu,,2026-06-03,,18:30:00,,Midtown,,Raylu,https://partiful.com/e/rbrAD6bdIvtkmWCsBThO,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Raylu
changed:event_url,rbyGArpMSo4phJfeVmrw,6234,6234,"Built by Women, Backed by Community","Built by Women, Backed by Community",2026-06-01,2026-06-01,16:15:00,16:15:00,East Village,East Village,Socializela.com,Socializela.com,https://partiful.com/e/rbyGArpMSo4phJfeVmrw,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,Socializela.com
changed:event_url,rcs7MwVhZaSmpWJfQPkI,4748,4748,Bounty Launch Event,Bounty Launch Event,2026-06-02,2026-06-02,16:00:00,16:00:00,Midtown,Midtown,Propel Earth,Propel Earth,https://partiful.com/e/rcs7MwVhZaSmpWJfQPkI,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Propel Earth
changed:date|time,rlMYu1yn8OTgJ0Vbaopm,5244,5244,She's Selling: Building the $3.3T Future of Female Exits with Fintech,She's Selling: Building the $3.3T Future of Female Exits with Fintech,2026-06-04,2026-06-05,17:00:00,10:00:00,Flatiron,Flatiron,Exette,Exette,https://partiful.com/e/rlMYu1yn8OTgJ0Vbaopm,https://www.tech-week.com/calendar/nyc,Friday,Morning,Exette
changed:date,roBdpE5BbsISagoa8CzN,4628,4628,founder wellness,founder wellness,2026-06-04,2026-06-03,17:00:00,17:00:00,East Village,East Village,The Collective,The Collective,https://partiful.com/e/roBdpE5BbsISagoa8CzN,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,The Collective; Zendesk
changed:date|time,rsCEzQaaJQJ2gbgdNrvP,4546,4546,🥃 What AI Can't Fix Yet Happy Hour,🥃 What AI Can't Fix Yet Happy Hour,2026-06-03,2026-06-01,18:00:00,17:00:00,SoHo,SoHo,Somnio Software,Somnio Software,https://partiful.com/e/rsCEzQaaJQJ2gbgdNrvP,https://www.tech-week.com/calendar/nyc,Monday,Evening,Somnio Software
changed:event_url,s4Oj5daPuG8kw5MqKOQV,5312,5312,"Build Anywhere, Scale Everywhere: Global Founders Walk","Build Anywhere, Scale Everywhere: Global Founders Walk",2026-06-04,2026-06-04,17:30:00,17:30:00,SoHo,SoHo,Afro Adventurer,Afro Adventurer,https://partiful.com/e/s4Oj5daPuG8kw5MqKOQV,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Afro Adventurer; christineolukere@gmail.com
changed:event_url,sCLj6JNfrcfMGlFQ7cZQ,4895,4895,TECH NETWORKING MIXER,TECH NETWORKING MIXER,2026-06-01,2026-06-01,17:30:00,17:30:00,Midtown,Midtown,Cuculi,Cuculi,https://partiful.com/e/sCLj6JNfrcfMGlFQ7cZQ,https://www.tech-week.com/calendar/nyc,Monday,Evening,Cuculi
changed:event_url,sDrNi3lXsHFWExiKn9Gf,4543,4543,Chi-Ching: Integrated Financial Operations,Chi-Ching: Integrated Financial Operations,2026-06-05,2026-06-05,11:00:00,11:00:00,Virtual (NYC),Virtual (NYC),WIZETRAK,WIZETRAK,https://partiful.com/e/sDrNi3lXsHFWExiKn9Gf,https://www.tech-week.com/calendar/nyc,Friday,Morning,WIZETRAK
added,sM2xFUYglx4DTIZZrw3S,,6500,,Duct Tape and GPUs: How AI is Being Used to Stitch PE Rollups Together,,2026-06-06,,13:00:00,,Midtown,,Tallaris Partners,https://partiful.com/e/sM2xFUYglx4DTIZZrw3S,https://www.tech-week.com/calendar/nyc,Saturday,Afternoon,Tallaris Partners
removed,sPplaYAA13KdbMUnQQiu,5104,,"Healthcare & Self-Care, Bridging the Gap with ionava @ Yunara Life",,2026-06-03,,09:00:00,,Gramercy Park,,Yunara Life,,https://partiful.com/e/sPplaYAA13KdbMUnQQiu,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Yunara Life; Coeus Collective Ventures; IONAVA
changed:name|event_url,sc4MhJbd0dglGivVnHYe,4928,4928,VibeHack: Health x AI - Build your prototype & win $500 + API credits,VibeHack: Health x AI - Build your prototype & win $500+ in API credits,2026-06-07,2026-06-07,08:30:00,08:30:00,Midtown,Midtown,Girls Into VC NYC,Girls Into VC NYC,https://partiful.com/e/sc4MhJbd0dglGivVnHYe,https://www.tech-week.com/calendar/nyc,Sunday,Morning,Girls Into VC NYC; Scalpels & Spreadsheets; Fierce Foundry
added,skTQjAxgpIZ5kvh3mX6J,,6309,,GLOW & GO LAUNCH PILATES,,2026-06-06,,14:30:00,,Flatiron,,Skinsights.Ai,https://partiful.com/e/skTQjAxgpIZ5kvh3mX6J,https://www.tech-week.com/calendar/nyc,Saturday,Afternoon,Skinsights.Ai
changed:date|time,snxRe8QOXHDYcWtGhZVn,5239,5239,AuthorHaus Panel: Who Owns Your Ideas in the AI Era?,AuthorHaus Panel: Who Owns Your Ideas in the AI Era?,2026-06-03,2026-06-04,16:00:00,12:00:00,Murray Hill,Murray Hill,Walker Media LLC,Walker Media LLC,https://partiful.com/e/snxRe8QOXHDYcWtGhZVn,https://www.tech-week.com/calendar/nyc,Thursday,Noon,Walker Media LLC
changed:name|time,suiUkzxWKTrNjbWRUoAe,5013,5013,Tech IPO Summit,Tech IPO Summit: The path from private to public,2026-06-02,2026-06-02,14:00:00,08:00:00,Flatiron,Flatiron,Goodfin,Goodfin,https://partiful.com/e/suiUkzxWKTrNjbWRUoAe,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Goodfin
changed:time|location,svhgMRybAh1XPlLVVXRH,5226,5226,Coding Agents Write Code. Remy Builds Products.,Coding Agents Write Code. Remy Builds Products.,2026-06-03,2026-06-03,18:00:00,17:30:00,Flatiron,Nomad,MindStudio,MindStudio,https://partiful.com/e/svhgMRybAh1XPlLVVXRH,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,MindStudio; LvlUp Ventures; Sip & Scale
changed:name|event_url,t00vYqgLgEg6ACA3C4R1,4260,4260,"Borderless Tech Careers: Global Hiring, Redefined",How Do You Build a Borderless Tech Career in the AI Era? Hosted by Darshana and Get on Board,2026-06-01,2026-06-01,08:00:00,08:00:00,Virtual (NYC),Virtual (NYC),darshana.ai,darshana.ai,https://partiful.com/e/t00vYqgLgEg6ACA3C4R1,https://www.tech-week.com/calendar/nyc,Monday,Morning,darshana.ai; Get on Board
changed:event_url,t0O0kfWCNoBezm5F5x75,4899,4899,Last Call for Resumes,Last Call for Resumes,2026-06-01,2026-06-01,17:30:00,17:30:00,Brooklyn,Brooklyn,VCAR,VCAR,https://partiful.com/e/t0O0kfWCNoBezm5F5x75,https://www.tech-week.com/calendar/nyc,Monday,Evening,VCAR
changed:event_url,t8YZUAfBPV56O8zW2dER,4714,4714,NYC Tech Week Pitch Competition,NYC Tech Week Pitch Competition,2026-06-01,2026-06-01,17:45:00,17:45:00,Midtown,Midtown,Propel Earth,Propel Earth,https://partiful.com/e/t8YZUAfBPV56O8zW2dER,https://www.tech-week.com/calendar/nyc,Monday,Evening,Propel Earth
changed:event_url,tITnWmy3y2QvpNeyg6tS,6172,6172,Why Investors Say No; What the Data Actually Shows,Why Investors Say No; What the Data Actually Shows,2026-06-01,2026-06-01,14:00:00,14:00:00,Meatpacking District,Meatpacking District,GoPresent,GoPresent,https://partiful.com/e/tITnWmy3y2QvpNeyg6tS,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,"GoPresent; Office of Tomorrow; Simon Squibb, HelpBnk & 81 other investments"
added,tLkNSguUFu4OSJwMiwDI,,6434,,The AI Effect: How Enterprises Are Actually Winning,,2026-06-04,,17:00:00,,Midtown,,Kizen,https://partiful.com/e/tLkNSguUFu4OSJwMiwDI,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Kizen
added,tPlMvExfd6gOdgKCW6O7,,4931,,Tessera Labs x a16z : The Closing Gap (Private Dinner),,2026-06-03,,17:30:00,,Flatiron,,Tessera Labs,https://partiful.com/e/tPlMvExfd6gOdgKCW6O7,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Tessera Labs
added,tUV88fW7J763Q0ZLdTBI,,6526,,The Mooch and IBM’s Gary Cohn on Owning the Future: Digital Sovereignty in the Age of AI,,2026-06-04,,13:00:00,,Flatiron,,IBM,https://partiful.com/e/tUV88fW7J763Q0ZLdTBI,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,IBM
changed:name,tWK9RNlH5bTADdjGdeeB,4465,4465,"Longevity: Science, Tech & Capital","Longevity: Science, Tech, & Capital",2026-06-02,2026-06-02,12:45:00,12:45:00,Upper East Side,Upper East Side,The Different Health,The Different Health,https://partiful.com/e/tWK9RNlH5bTADdjGdeeB,https://www.tech-week.com/calendar/nyc,Tuesday,Noon,The Different Health; The reason AI
added,tZhaSlXaHE3UvbpBvXAZ,,6387,,Investor Dinner with Stifel Bank & York IE,,2026-06-02,,17:30:00,,Midtown,,York IE,https://partiful.com/e/tZhaSlXaHE3UvbpBvXAZ,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,York IE; Stifel Bank
added,tnjdx3R4HJ3wQyZeZ8PI,,6820,,NYC TechWeek x CHIEF: Building AI for an Intentional Life,,2026-06-04,,17:30:00,,Union Square,,Banjo.ai,https://partiful.com/e/tnjdx3R4HJ3wQyZeZ8PI,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Banjo.ai; Chief
changed:event_url,tomdkKStTFKFSARo3Sin,6228,6228,Navigating AI Adoption For Business Leaders,Navigating AI Adoption For Business Leaders,2026-06-04,2026-06-04,19:00:00,19:00:00,Bronx,Bronx,AI Vantage Consulting,AI Vantage Consulting,https://partiful.com/e/tomdkKStTFKFSARo3Sin,https://www.tech-week.com/calendar/nyc,Thursday,Evening,AI Vantage Consulting
changed:event_url,tqFtk1LjwFwXxJJTLyaf,5612,5612,NYC Tech Week: Builders & Exits,NYC Tech Week: Builders & Exits,2026-06-02,2026-06-02,17:00:00,17:00:00,Midtown,Midtown,UBS,UBS,https://partiful.com/e/tqFtk1LjwFwXxJJTLyaf,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,UBS; Capital Group
removed,twZNq3DY0qXL1a83Ychf,4815,,"The Trust Layer /What AI products get wrong about humans, and how to fix it",,2026-06-02,,18:30:00,,Central Park,,Flllo,,https://partiful.com/e/twZNq3DY0qXL1a83Ychf,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Flllo; Spotify
changed:event_url,u5rsjRGDWcnqyDzdkwYE,4717,4717,Roundtrip Capital,Roundtrip Capital,2026-06-04,2026-06-04,18:00:00,18:00:00,Lower East Side,Lower East Side,IncentivesPRO,IncentivesPRO,https://partiful.com/e/u5rsjRGDWcnqyDzdkwYE,https://www.tech-week.com/calendar/nyc,Thursday,Evening,IncentivesPRO; ALPFA (Association of Latino Professionals for America)
added,u7UgtF8gTKW9BOKuG7k8,,6395,,Vesey Ventures & J.P. Morgan dinner: an evening of Agentic Commerce,,2026-06-02,,17:30:00,,Midtown,,Vesey Ventures,https://partiful.com/e/u7UgtF8gTKW9BOKuG7k8,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Vesey Ventures; J.P. Morgan
changed:event_url,u7hEfXqivicjdtYs1gWX,120,120,Summer Happy Hour Mixer,Summer Happy Hour Mixer,2026-06-02,2026-06-02,18:30:00,18:30:00,Midtown,Midtown,United Women in Business Foundation,United Women in Business Foundation,https://partiful.com/e/u7hEfXqivicjdtYs1gWX,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,United Women in Business Foundation
changed:name,uFkYHnEZ8CMJ7igyHMEW,5036,5036,Bolt.new Founder Fireside,Bankrupt to $20m ARR in two months: Bolt.new Fireside,2026-06-03,2026-06-03,13:00:00,13:00:00,Chelsea,Chelsea,Unicorner,Unicorner,https://partiful.com/e/uFkYHnEZ8CMJ7igyHMEW,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Unicorner; Bolt.new
changed:time,uJUFOyhkTP1LJ6z4Z8gq,6413,6413,Breathe & Brief - Pilates for marketers,Breathe & Brief - Pilates for marketers,2026-06-03,2026-06-03,08:00:00,09:00:00,Upper Manhattan,Upper Manhattan,Limy AI,Limy AI,https://partiful.com/e/uJUFOyhkTP1LJ6z4Z8gq,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Limy AI
added,uPjpeeJ6JweEZOz6eoQU,,6798,,Queens Tech Mixer,,2026-06-06,,13:00:00,,Queens,,Spot Dessert Bar,https://partiful.com/e/uPjpeeJ6JweEZOz6eoQU,https://www.tech-week.com/calendar/nyc,Saturday,Afternoon,Spot Dessert Bar; Comma Captial; Not provided
added,uPvKiccg8joUIExvGKpD,,5020,,Beyond Architecture: a Cultural OS for the Built Environment,,2026-06-04,,17:00:00,,Midtown,,TAD,https://partiful.com/e/uPvKiccg8joUIExvGKpD,https://www.tech-week.com/calendar/nyc,Thursday,Evening,TAD; Art Republic
added,ubmg6AxONd0iqFnkSO5Y,,6822,,AI x Hospitality @ La Cabra,,2026-06-03,,10:00:00,,SoHo,,Kintow,https://partiful.com/e/ubmg6AxONd0iqFnkSO5Y,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Kintow; Dria Ventures
changed:time|location,ucMfyy0lloL2hIWrteQ4,5862,5862,The Oasis @ NY Tech Week Day 3 - Finding Ikigai,The Oasis @ NY Tech Week Day 3 - Finding Ikigai,2026-06-03,2026-06-03,13:00:00,10:00:00,Flatiron,SoHo,Flowstate,Flowstate,https://partiful.com/e/ucMfyy0lloL2hIWrteQ4,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Flowstate; Vibe Space; Boardy; The AI Collective
changed:event_url,uikRyS2dekXcz1wNKKzy,5055,5055,Women VC Dinner,Women VC Dinner,2026-06-02,2026-06-02,18:30:00,18:30:00,Flatiron,Flatiron,Yorkseed,Yorkseed,https://partiful.com/e/uikRyS2dekXcz1wNKKzy,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Yorkseed; Ugly Talk
added,uoBdX5KHOTpzJGFIggSE,,6223,,The Backstage Live — New York,,2026-06-02,,18:30:00,,SoHo,,Good Publishing,https://partiful.com/e/uoBdX5KHOTpzJGFIggSE,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Good Publishing
changed:name|date,urfFckPmvamG39em2KPC,4029,4029,Peacock Hill Web3 Vibe & Build: The AI Coding Jam,Peacock Hill Web3 Vibe & Build: The AI Jam Session,2026-06-04,2026-06-05,14:00:00,14:00:00,Midtown,Midtown,PEACOCK HILL PRODUCTIONS,PEACOCK HILL PRODUCTIONS,https://partiful.com/e/urfFckPmvamG39em2KPC,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,PEACOCK HILL PRODUCTIONS
added,usTxNe1nWX3BBZB7GT9m,,6814,,"Big Apple, Bigger AI",,2026-06-04,,11:30:00,,Midtown,,Upstarts Media,https://partiful.com/e/usTxNe1nWX3BBZB7GT9m,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Upstarts Media; Vanta; Company Ventures; Airwallex
changed:name|time,utGQhLBSFG3hyIlAFlEp,4811,4811,CONSUMER FOUNDER DINNER,Consumer Founder Happy Hour,2026-06-02,2026-06-02,19:00:00,17:00:00,SoHo,SoHo,Helium,Helium,https://partiful.com/e/utGQhLBSFG3hyIlAFlEp,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Helium
added,v5laWvDWHWiNPxlOocJc,,6521,,Soundcheck: Networking & Deals Insights for the Music Industry,,2026-06-04,,18:00:00,,Financial District,,PwC,https://partiful.com/e/v5laWvDWHWiNPxlOocJc,https://www.tech-week.com/calendar/nyc,Thursday,Evening,PwC
changed:event_url,v9ySMNeHZ3lYMWjhvqCO,5873,5873,Is Your Brand Ready for AI Search?,Is Your Brand Ready for AI Search?,2026-06-03,2026-06-03,18:00:00,18:00:00,Union Square,Union Square,Capgemini,Capgemini,https://partiful.com/e/v9ySMNeHZ3lYMWjhvqCO,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Capgemini; Rediem; French American Chamber of Commerce - NYC; Iced Media
removed,vCipMZyyNCQKDZn8GUWO,5016,,Common Thread: The Haus Games,,2026-06-03,,19:00:00,,Murray Hill,,Fostr,,https://partiful.com/e/vCipMZyyNCQKDZn8GUWO?source=share&c=QUaPmet9,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Fostr; Tera
added,vKyAvKTUaP446l9aLtDw,,6473,,Work Hard. Feel Good. How to Build a Tech Career Worth Keeping . Panel & Happy Hour,,2026-06-03,,18:30:00,,Union Square,,Heidi Health,https://partiful.com/e/vKyAvKTUaP446l9aLtDw,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Heidi Health
changed:time|location,vLLvbzyVeYg1xvWK0FTi,5390,5390,"Founders & Fractionals: Top startup, meet the best talent","Founders & Fractionals: Top startup, meet the best talent",2026-06-02,2026-06-02,18:00:00,17:00:00,Financial District,Lower East Side,Founders and Fractionals,Founders and Fractionals,https://partiful.com/e/vLLvbzyVeYg1xvWK0FTi,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Founders and Fractionals; Build Momentum
changed:date,vMgh1HOU0xqBmBJdxwCI,5349,5349,Jetzy presents: The Future of Travel - Meet Investors and Founders,Jetzy presents: The Future of Travel - Meet Investors and Founders,2026-06-01,2026-06-02,18:00:00,18:00:00,Midtown,Midtown,Jetzy,Jetzy,https://partiful.com/e/vMgh1HOU0xqBmBJdxwCI,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Jetzy
changed:event_url,vMnZZEd9ek0rQ09zFpeE,203,203,PHL vs NYC Founder Draft,PHL vs NYC Founder Draft,2026-06-05,2026-06-05,18:00:00,18:00:00,Midtown,Midtown,localhost:nyc,localhost:nyc,https://partiful.com/e/vMnZZEd9ek0rQ09zFpeE,https://www.tech-week.com/calendar/nyc,Friday,Evening,localhost:nyc; TechBrig; Pace University
changed:date|event_url,vTr6qDDFC1zHFdKZbtgk,4927,4927,NeuroNYC Central Park Walk and Talk,NeuroNYC Central Park Walk and Talk,2026-06-02,2026-06-07,09:45:00,09:45:00,Central Park,Central Park,NeuroNYC,NeuroNYC,https://partiful.com/e/vTr6qDDFC1zHFdKZbtgk,https://www.tech-week.com/calendar/nyc,Sunday,Morning,NeuroNYC
changed:event_url,vaFO9sGYiFZ1hzqrSkOa,191,191,Practical AI In Healthcare: Live Podcast Recording,Practical AI In Healthcare: Live Podcast Recording,2026-06-03,2026-06-03,09:00:00,09:00:00,Midtown,Midtown,Patient Talker LLC,Patient Talker LLC,https://partiful.com/e/vaFO9sGYiFZ1hzqrSkOa,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Patient Talker LLC; Practical AI in Healthcare
added,veW9vq95oUaMplo0TG66,,6564,,ElevenLabs NY Tech Week PopUp - Founder Edition,,2026-06-03,,15:00:00,,SoHo,,ElevenLabs,https://partiful.com/e/veW9vq95oUaMplo0TG66,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,ElevenLabs
